order_id,order_date,region,customer_id,product,category,quantity,unit_price,revenue,cost,profit
ORD-00281,2025-09-26,South,CUST-0022,Mouse,Accessories,4,37.34,149.36,60,89.36
ORD-00282,2025-11-01,East,CUST-0129,Headphones,Accessories,5,107.78,538.9,175,363.9
ORD-00283,2025-10-22,North,CUST-0065,Headphones,Accessories,7,92.72,649.04,245,404.04
ORD-00284,2025-03-29,East,CUST-0006,Printer,Electronics,3,224.06,672.18,270,402.18
ORD-00285,2025-10-31,West,CUST-0033,Mouse,Accessories,7,40.19,281.33,105,176.33
ORD-00286,2025-09-04,South,CUST-0001,Mouse,Accessories,2,38.21,76.42,30,46.42
ORD-00287,2025-02-26,South,CUST-0144,Headphones,Accessories,3,100.54,301.62,105,196.62
ORD-00288,2025-11-22,South,CUST-0065,Keyboard,Accessories,2,58.39,116.78,50,66.78
ORD-00289,2025-08-19,East,CUST-0072,Monitor,Electronics,6,299.33,1795.98,1080,715.98
ORD-00290,2025-07-25,North,CUST-0115,Mouse,Accessories,1,37.49,37.49,15,22.49
ORD-00291,2025-05-01,North,CUST-0010,Keyboard,Accessories,6,56.58,339.48,150,189.48
ORD-00292,2025-04-05,North,CUST-0084,Headphones,Accessories,4,105.93,423.72,140,283.72
ORD-00293,2025-07-19,North,CUST-0149,Monitor,Electronics,1,277.45,277.45,180,97.45
ORD-00294,2025-03-13,West,CUST-0071,Keyboard,Accessories,2,58.71,117.42,50,67.42
ORD-00295,2025-10-26,West,CUST-0050,Desk,Furniture,1,352.86,352.86,150,202.86
ORD-00296,2025-05-16,North,CUST-0104,Office Chair,Furniture,5,256.7,1283.5,600,683.5
ORD-00297,2025-11-03,West,CUST-0115,Monitor,Electronics,1,314.87,314.87,180,134.87
ORD-00298,2025-11-28,North,CUST-0080,Laptop,Electronics,7,963.15,6742.05,4550,2192.05
ORD-00299,2025-03-13,South,CUST-0012,Headphones,Accessories,7,98.53,689.71,245,444.71
ORD-00300,2025-10-14,South,CUST-0034,Printer,Electronics,4,217.32,869.28,360,509.28
ORD-00301,2025-03-08,South,CUST-0030,Printer,Electronics,7,209.36,1465.52,630,835.52
ORD-00302,2025-04-01,South,CUST-0134,Office Chair,Furniture,4,239.7,958.8,480,478.8
ORD-00303,2025-08-17,North,CUST-0044,Keyboard,Accessories,1,56.25,56.25,25,31.25
ORD-00304,2025-02-27,West,CUST-0111,Laptop,Electronics,1,971.65,971.65,650,321.65
ORD-00305,2025-05-26,North,CUST-0085,Headphones,Accessories,1,96.28,96.28,35,61.28
ORD-00306,2025-05-12,North,CUST-0036,Desk,Furniture,3,343.26,1029.78,450,579.78
ORD-00307,2025-10-05,East,CUST-0047,Desk,Furniture,3,347.45,1042.35,450,592.35
ORD-00308,2025-12-12,West,CUST-0122,Keyboard,Accessories,4,64.02,256.08,100,156.08
ORD-00309,2025-02-03,West,CUST-0044,Headphones,Accessories,5,94.6,473.0,175,298.0
ORD-00310,2025-07-22,North,CUST-0114,Headphones,Accessories,4,97.25,389.0,140,249.0
ORD-00311,2025-11-14,North,CUST-0030,Mouse,Accessories,4,40.23,160.92,60,100.92
ORD-00312,2025-04-26,North,CUST-0136,Mouse,Accessories,6,37.68,226.08,90,136.08
ORD-00313,2025-05-15,South,CUST-0108,Monitor,Electronics,2,298.43,596.86,360,236.86
ORD-00314,2025-03-29,South,CUST-0117,Headphones,Accessories,5,99.82,499.1,175,324.1
ORD-00315,2025-11-09,North,CUST-0047,Laptop,Electronics,4,909.39,3637.56,2600,1037.56
ORD-00316,2025-08-11,East,CUST-0075,Printer,Electronics,7,233.56,1634.92,630,1004.92
ORD-00317,2025-07-17,North,CUST-0037,Keyboard,Accessories,6,56.47,338.82,150,188.82
ORD-00318,2025-06-09,West,CUST-0008,Mouse,Accessories,5,41.51,207.55,75,132.55
ORD-00319,2025-01-15,North,CUST-0060,Mouse,Accessories,2,37.89,75.78,30,45.78
ORD-00320,2025-12-20,South,CUST-0075,Printer,Electronics,7,222.16,1555.12,630,925.12
ORD-00321,2025-10-12,North,CUST-0029,Printer,Electronics,5,221.23,1106.15,450,656.15
ORD-00322,2025-03-29,West,CUST-0140,Desk,Furniture,1,374.33,374.33,150,224.33
ORD-00323,2025-12-01,South,CUST-0080,Keyboard,Accessories,3,55.34,166.02,75,91.02
ORD-00324,2025-06-25,North,CUST-0039,Office Chair,Furniture,3,266.67,800.01,360,440.01
ORD-00325,2025-05-22,East,CUST-0037,Desk,Furniture,3,323.82,971.46,450,521.46
ORD-00326,2025-05-15,East,CUST-0114,Desk,Furniture,4,341.82,1367.28,600,767.28
ORD-00327,2025-07-22,East,CUST-0101,Mouse,Accessories,6,41.2,247.2,90,157.2
ORD-00328,2025-02-01,East,CUST-0065,Desk,Furniture,5,354.75,1773.75,750,1023.75
ORD-00329,2025-01-21,South,CUST-0053,Headphones,Accessories,5,99.92,499.6,175,324.6
ORD-00330,2025-08-18,South,CUST-0096,Laptop,Electronics,5,870.53,4352.65,3250,1102.65
ORD-00331,2025-10-30,West,CUST-0023,Mouse,Accessories,4,39.42,157.68,60,97.68
ORD-00332,2025-05-30,West,CUST-0104,Office Chair,Furniture,6,255.71,1534.26,720,814.26
ORD-00333,2025-05-31,South,CUST-0012,Mouse,Accessories,4,36.86,147.44,60,87.44
ORD-00334,2025-12-17,North,CUST-0006,Desk,Furniture,3,369.64,1108.92,450,658.92
ORD-00335,2025-03-24,West,CUST-0010,Mouse,Accessories,5,37.21,186.05,75,111.05
ORD-00336,2025-11-04,East,CUST-0142,Headphones,Accessories,2,92.91,185.82,70,115.82
ORD-00337,2025-01-03,West,CUST-0031,Mouse,Accessories,3,41.84,125.52,45,80.52
ORD-00338,2025-08-29,West,CUST-0106,Desk,Furniture,7,344.86,2414.02,1050,1364.02
ORD-00339,2025-05-27,West,CUST-0104,Office Chair,Furniture,1,251.11,251.11,120,131.11
ORD-00340,2025-04-27,East,CUST-0127,Office Chair,Furniture,3,249.8,749.4,360,389.4
ORD-00341,2025-04-15,West,CUST-0006,Printer,Electronics,5,229.1,1145.5,450,695.5
ORD-00342,2025-10-06,North,CUST-0110,Keyboard,Accessories,2,55.31,110.62,50,60.62
ORD-00343,2025-06-07,South,CUST-0124,Mouse,Accessories,4,40.67,162.68,60,102.68
ORD-00344,2025-02-05,East,CUST-0112,Mouse,Accessories,7,39.58,277.06,105,172.06
ORD-00345,2025-03-24,East,CUST-0039,Monitor,Electronics,6,322.25,1933.5,1080,853.5
ORD-00346,2025-03-30,South,CUST-0046,Printer,Electronics,6,234.73,1408.38,540,868.38
ORD-00347,2025-06-17,East,CUST-0032,Desk,Furniture,6,343.64,2061.84,900,1161.84
ORD-00348,2025-06-28,West,CUST-0131,Monitor,Electronics,2,281.19,562.38,360,202.38
ORD-00349,2025-12-14,North,CUST-0075,Mouse,Accessories,2,40.57,81.14,30,51.14
ORD-00350,2025-02-18,West,CUST-0029,Keyboard,Accessories,6,60.49,362.94,150,212.94
ORD-00351,2025-08-19,South,CUST-0105,Office Chair,Furniture,4,269.99,1079.96,480,599.96
ORD-00352,2025-03-24,West,CUST-0132,Desk,Furniture,6,325.29,1951.74,900,1051.74
ORD-00353,2025-10-03,South,CUST-0041,Laptop,Electronics,4,969.58,3878.32,2600,1278.32
ORD-00354,2025-01-17,North,CUST-0064,Printer,Electronics,2,206.63,413.26,180,233.26
ORD-00355,2025-05-08,East,CUST-0094,Keyboard,Accessories,1,59.7,59.7,25,34.7
ORD-00356,2025-12-15,West,CUST-0044,Office Chair,Furniture,2,244.3,488.6,240,248.6
ORD-00357,2025-10-21,South,CUST-0123,Laptop,Electronics,7,945.07,6615.49,4550,2065.49
ORD-00358,2025-04-19,East,CUST-0007,Office Chair,Furniture,1,247.63,247.63,120,127.63
ORD-00359,2025-05-15,West,CUST-0112,Laptop,Electronics,5,878.47,4392.35,3250,1142.35
ORD-00360,2025-11-20,West,CUST-0012,Monitor,Electronics,4,300.44,1201.76,720,481.76
ORD-00361,2025-09-13,South,CUST-0075,Keyboard,Accessories,6,57.0,342.0,150,192.0
ORD-00362,2025-05-06,East,CUST-0063,Office Chair,Furniture,5,233.45,1167.25,600,567.25
ORD-00363,2025-11-11,West,CUST-0120,Keyboard,Accessories,3,59.5,178.5,75,103.5
ORD-00364,2025-05-30,North,CUST-0101,Office Chair,Furniture,4,262.83,1051.32,480,571.32
ORD-00365,2025-02-16,South,CUST-0011,Office Chair,Furniture,5,264.88,1324.4,600,724.4
ORD-00366,2025-03-03,South,CUST-0004,Headphones,Accessories,2,100.01,200.02,70,130.02
ORD-00367,2025-11-08,North,CUST-0120,Keyboard,Accessories,5,60.85,304.25,125,179.25
ORD-00368,2025-05-27,West,CUST-0096,Keyboard,Accessories,6,60.26,361.56,150,211.56
ORD-00369,2025-09-26,South,CUST-0101,Mouse,Accessories,2,40.45,80.9,30,50.9
ORD-00370,2025-05-11,East,CUST-0146,Printer,Electronics,7,220.75,1545.25,630,915.25
ORD-00371,2025-05-29,North,CUST-0044,Headphones,Accessories,1,93.12,93.12,35,58.12
ORD-00372,2025-10-24,West,CUST-0069,Headphones,Accessories,5,96.83,484.15,175,309.15
ORD-00373,2025-01-30,West,CUST-0047,Monitor,Electronics,5,317.4,1587.0,900,687.0
ORD-00374,2025-04-03,West,CUST-0133,Laptop,Electronics,7,875.86,6131.02,4550,1581.02
ORD-00375,2025-03-07,East,CUST-0150,Monitor,Electronics,2,283.05,566.1,360,206.1
ORD-00376,2025-03-22,West,CUST-0105,Keyboard,Accessories,2,59.77,119.54,50,69.54
ORD-00377,2025-12-04,West,CUST-0012,Mouse,Accessories,4,37.15,148.6,60,88.6
ORD-00378,2025-02-26,North,CUST-0116,Laptop,Electronics,4,845.31,3381.24,2600,781.24
ORD-00379,2025-10-17,West,CUST-0117,Desk,Furniture,1,366.06,366.06,150,216.06
ORD-00380,2025-07-23,North,CUST-0022,Office Chair,Furniture,7,234.17,1639.19,840,799.19
ORD-00381,2025-09-19,East,CUST-0040,Headphones,Accessories,3,94.55,283.65,105,178.65
ORD-00382,2025-04-23,South,CUST-0140,Laptop,Electronics,5,922.82,4614.1,3250,1364.1
ORD-00383,2025-12-21,North,CUST-0127,Desk,Furniture,1,325.42,325.42,150,175.42
ORD-00384,2025-12-11,South,CUST-0075,Desk,Furniture,2,332.01,664.02,300,364.02
ORD-00385,2025-09-02,North,CUST-0143,Office Chair,Furniture,4,257.15,1028.6,480,548.6
ORD-00386,2025-08-16,South,CUST-0072,Mouse,Accessories,6,37.59,225.54,90,135.54
ORD-00387,2025-04-07,South,CUST-0147,Headphones,Accessories,6,105.03,630.18,210,420.18
ORD-00388,2025-09-10,West,CUST-0109,Mouse,Accessories,6,40.25,241.5,90,151.5
ORD-00389,2025-09-27,East,CUST-0114,Laptop,Electronics,5,937.21,4686.05,3250,1436.05
ORD-00390,2025-08-11,South,CUST-0028,Laptop,Electronics,7,907.38,6351.66,4550,1801.66
ORD-00391,2025-02-13,North,CUST-0088,Mouse,Accessories,5,36.86,184.3,75,109.3
ORD-00392,2025-10-15,West,CUST-0049,Printer,Electronics,2,220.96,441.92,180,261.92
ORD-00393,2025-08-09,East,CUST-0004,Headphones,Accessories,1,105.78,105.78,35,70.78
ORD-00394,2025-03-21,East,CUST-0137,Laptop,Electronics,6,926.3,5557.8,3900,1657.8
ORD-00395,2025-02-19,East,CUST-0019,Office Chair,Furniture,2,269.59,539.18,240,299.18
ORD-00396,2025-01-03,South,CUST-0030,Laptop,Electronics,3,847.71,2543.13,1950,593.13
ORD-00397,2025-06-17,West,CUST-0064,Keyboard,Accessories,7,64.38,450.66,175,275.66
ORD-00398,2025-03-23,North,CUST-0144,Mouse,Accessories,2,43.2,86.4,30,56.4
ORD-00399,2025-03-25,North,CUST-0049,Keyboard,Accessories,3,56.35,169.05,75,94.05
ORD-00400,2025-07-26,North,CUST-0013,Laptop,Electronics,6,899.54,5397.24,3900,1497.24
ORD-00401,2025-10-21,North,CUST-0057,Printer,Electronics,5,212.65,1063.25,450,613.25
ORD-00402,2025-07-04,South,CUST-0075,Keyboard,Accessories,5,60.09,300.45,125,175.45
ORD-00403,2025-05-11,South,CUST-0071,Mouse,Accessories,5,37.17,185.85,75,110.85
ORD-00404,2025-10-27,West,CUST-0032,Office Chair,Furniture,5,242.68,1213.4,600,613.4
ORD-00405,2025-07-19,West,CUST-0071,Mouse,Accessories,4,40.33,161.32,60,101.32
ORD-00406,2025-11-01,West,CUST-0105,Printer,Electronics,4,209.56,838.24,360,478.24
ORD-00407,2025-10-20,West,CUST-0051,Office Chair,Furniture,5,262.38,1311.9,600,711.9
ORD-00408,2025-07-06,East,CUST-0006,Keyboard,Accessories,3,63.86,191.58,75,116.58
ORD-00409,2025-06-23,West,CUST-0056,Desk,Furniture,2,365.07,730.14,300,430.14
ORD-00410,2025-06-05,East,CUST-0066,Monitor,Electronics,4,277.68,1110.72,720,390.72
ORD-00411,2025-07-31,North,CUST-0117,Printer,Electronics,2,228.23,456.46,180,276.46
ORD-00412,2025-08-19,West,CUST-0120,Desk,Furniture,1,333.42,333.42,150,183.42
ORD-00413,2025-05-29,South,CUST-0045,Monitor,Electronics,7,296.95,2078.65,1260,818.65
ORD-00414,2025-10-19,North,CUST-0033,Printer,Electronics,3,206.02,618.06,270,348.06
ORD-00415,2025-05-29,North,CUST-0131,Printer,Electronics,1,215.95,215.95,90,125.95
ORD-00416,2025-10-31,East,CUST-0081,Monitor,Electronics,3,323.51,970.53,540,430.53
ORD-00417,2025-10-04,East,CUST-0043,Laptop,Electronics,5,896.31,4481.55,3250,1231.55
ORD-00418,2025-11-12,East,CUST-0115,Mouse,Accessories,1,36.82,36.82,15,21.82
ORD-00419,2025-12-15,West,CUST-0033,Monitor,Electronics,5,302.96,1514.8,900,614.8
ORD-00420,2025-10-15,South,CUST-0116,Laptop,Electronics,7,970.84,6795.88,4550,2245.88
ORD-00421,2025-09-23,East,CUST-0139,Mouse,Accessories,2,39.76,79.52,30,49.52
ORD-00422,2025-10-28,East,CUST-0133,Laptop,Electronics,1,865.91,865.91,650,215.91
ORD-00423,2025-07-08,North,CUST-0034,Monitor,Electronics,6,280.31,1681.86,1080,601.86
ORD-00424,2025-04-10,North,CUST-0013,Keyboard,Accessories,5,60.47,302.35,125,177.35
ORD-00425,2025-06-22,North,CUST-0052,Monitor,Electronics,4,305.51,1222.04,720,502.04
ORD-00426,2025-12-03,North,CUST-0087,Monitor,Electronics,1,313.03,313.03,180,133.03
ORD-00427,2025-11-25,East,CUST-0129,Desk,Furniture,7,368.42,2578.94,1050,1528.94
ORD-00428,2025-03-22,North,CUST-0039,Laptop,Electronics,2,938.53,1877.06,1300,577.06
ORD-00429,2025-07-28,West,CUST-0126,Headphones,Accessories,1,102.26,102.26,35,67.26
ORD-00430,2025-06-07,South,CUST-0003,Keyboard,Accessories,2,63.59,127.18,50,77.18
ORD-00431,2025-10-02,East,CUST-0138,Desk,Furniture,2,327.65,655.3,300,355.3
ORD-00432,2025-10-31,South,CUST-0091,Headphones,Accessories,7,101.89,713.23,245,468.23
ORD-00433,2025-05-13,South,CUST-0098,Laptop,Electronics,6,918.01,5508.06,3900,1608.06
ORD-00434,2025-01-27,East,CUST-0122,Desk,Furniture,2,336.22,672.44,300,372.44
ORD-00435,2025-04-09,South,CUST-0052,Laptop,Electronics,5,929.0,4645.0,3250,1395.0
ORD-00436,2025-03-24,South,CUST-0062,Monitor,Electronics,4,280.25,1121.0,720,401.0
ORD-00437,2025-05-21,West,CUST-0095,Mouse,Accessories,4,39.15,156.6,60,96.6
ORD-00438,2025-09-26,South,CUST-0124,Printer,Electronics,5,221.86,1109.3,450,659.3
ORD-00439,2025-05-11,South,CUST-0074,Office Chair,Furniture,6,245.29,1471.74,720,751.74
ORD-00440,2025-03-14,West,CUST-0100,Desk,Furniture,4,326.95,1307.8,600,707.8
ORD-00441,2025-09-08,East,CUST-0075,Monitor,Electronics,3,309.81,929.43,540,389.43
ORD-00442,2025-04-22,South,CUST-0127,Headphones,Accessories,3,93.45,280.35,105,175.35
ORD-00443,2025-04-10,East,CUST-0080,Keyboard,Accessories,3,58.78,176.34,75,101.34
ORD-00444,2025-05-18,North,CUST-0067,Printer,Electronics,4,234.94,939.76,360,579.76
ORD-00445,2025-05-28,South,CUST-0094,Headphones,Accessories,5,96.23,481.15,175,306.15
ORD-00446,2025-07-07,West,CUST-0118,Monitor,Electronics,5,303.93,1519.65,900,619.65
ORD-00447,2025-04-18,North,CUST-0111,Headphones,Accessories,1,100.45,100.45,35,65.45
ORD-00448,2025-03-26,East,CUST-0046,Keyboard,Accessories,1,55.64,55.64,25,30.64
ORD-00449,2025-07-07,West,CUST-0129,Monitor,Electronics,2,316.46,632.92,360,272.92
ORD-00450,2025-10-20,North,CUST-0143,Monitor,Electronics,7,285.53,1998.71,1260,738.71
ORD-00451,2025-02-21,West,CUST-0110,Printer,Electronics,6,206.49,1238.94,540,698.94
ORD-00452,2025-07-17,South,CUST-0142,Keyboard,Accessories,4,64.32,257.28,100,157.28
ORD-00453,2025-08-06,South,CUST-0117,Laptop,Electronics,7,953.6,6675.2,4550,2125.2
ORD-00454,2025-10-02,East,CUST-0124,Office Chair,Furniture,7,261.67,1831.69,840,991.69
ORD-00455,2025-11-20,East,CUST-0074,Keyboard,Accessories,7,59.0,413.0,175,238.0
ORD-00456,2025-06-11,West,CUST-0093,Headphones,Accessories,2,92.83,185.66,70,115.66
ORD-00457,2025-06-13,North,CUST-0087,Office Chair,Furniture,3,232.3,696.9,360,336.9
ORD-00458,2025-10-02,North,CUST-0143,Desk,Furniture,5,339.94,1699.7,750,949.7
ORD-00459,2025-04-05,North,CUST-0002,Monitor,Electronics,6,310.9,1865.4,1080,785.4
ORD-00460,2025-09-24,South,CUST-0041,Printer,Electronics,7,225.89,1581.23,630,951.23
ORD-00461,2025-11-07,North,CUST-0014,Mouse,Accessories,1,38.26,38.26,15,23.26
ORD-00462,2025-08-19,North,CUST-0096,Mouse,Accessories,7,40.83,285.81,105,180.81
ORD-00463,2025-11-21,East,CUST-0112,Mouse,Accessories,5,37.42,187.1,75,112.1
ORD-00464,2025-11-12,South,CUST-0096,Desk,Furniture,3,323.49,970.47,450,520.47
ORD-00465,2025-06-13,North,CUST-0019,Laptop,Electronics,1,912.58,912.58,650,262.58
ORD-00466,2025-10-14,East,CUST-0148,Laptop,Electronics,4,925.63,3702.52,2600,1102.52
ORD-00467,2025-02-22,West,CUST-0109,Office Chair,Furniture,7,232.63,1628.41,840,788.41
ORD-00468,2025-11-14,South,CUST-0073,Mouse,Accessories,4,38.42,153.68,60,93.68
ORD-00469,2025-01-02,East,CUST-0013,Monitor,Electronics,1,289.66,289.66,180,109.66
ORD-00470,2025-01-26,North,CUST-0059,Headphones,Accessories,5,92.07,460.35,175,285.35
ORD-00471,2025-07-03,West,CUST-0117,Headphones,Accessories,4,95.51,382.04,140,242.04
ORD-00472,2025-02-09,North,CUST-0116,Mouse,Accessories,7,38.48,269.36,105,164.36
ORD-00473,2025-08-09,South,CUST-0137,Monitor,Electronics,1,282.96,282.96,180,102.96
ORD-00474,2025-12-31,South,CUST-0119,Mouse,Accessories,5,39.83,199.15,75,124.15
ORD-00475,2025-03-19,West,CUST-0086,Laptop,Electronics,4,868.13,3472.52,2600,872.52
ORD-00476,2025-01-29,North,CUST-0080,Laptop,Electronics,5,852.24,4261.2,3250,1011.2
ORD-00477,2025-10-10,East,CUST-0147,Headphones,Accessories,5,103.99,519.95,175,344.95
ORD-00478,2025-08-25,West,CUST-0139,Desk,Furniture,4,338.0,1352.0,600,752.0
ORD-00479,2025-01-27,East,CUST-0121,Mouse,Accessories,7,39.01,273.07,105,168.07
ORD-00480,2025-05-20,East,CUST-0120,Monitor,Electronics,1,287.71,287.71,180,107.71
ORD-00481,2025-05-26,North,CUST-0041,Printer,Electronics,7,233.23,1632.61,630,1002.61
ORD-00482,2025-05-05,North,CUST-0085,Printer,Electronics,5,225.95,1129.75,450,679.75
ORD-00483,2025-10-10,North,CUST-0137,Headphones,Accessories,3,98.15,294.45,105,189.45
ORD-00484,2025-06-13,North,CUST-0083,Keyboard,Accessories,6,61.2,367.2,150,217.2
ORD-00485,2025-01-17,South,CUST-0084,Mouse,Accessories,4,38.94,155.76,60,95.76
ORD-00486,2025-07-15,North,CUST-0029,Headphones,Accessories,2,97.93,195.86,70,125.86
ORD-00487,2025-02-20,East,CUST-0037,Laptop,Electronics,2,852.68,1705.36,1300,405.36
ORD-00488,2025-07-23,South,CUST-0038,Desk,Furniture,4,348.77,1395.08,600,795.08
ORD-00489,2025-03-08,North,CUST-0039,Laptop,Electronics,1,859.32,859.32,650,209.32
ORD-00490,2025-04-12,North,CUST-0096,Keyboard,Accessories,4,62.57,250.28,100,150.28
ORD-00491,2025-01-02,South,CUST-0123,Office Chair,Furniture,6,260.83,1564.98,720,844.98
ORD-00492,2025-07-25,East,CUST-0092,Headphones,Accessories,6,97.9,587.4,210,377.4
ORD-00493,2025-12-28,East,CUST-0005,Desk,Furniture,7,358.4,2508.8,1050,1458.8
ORD-00494,2025-03-18,North,CUST-0009,Headphones,Accessories,4,105.1,420.4,140,280.4
ORD-00495,2025-10-27,North,CUST-0075,Monitor,Electronics,6,279.68,1678.08,1080,598.08
ORD-00496,2025-04-15,West,CUST-0094,Keyboard,Accessories,2,58.86,117.72,50,67.72
ORD-00497,2025-05-12,East,CUST-0137,Mouse,Accessories,6,42.32,253.92,90,163.92
ORD-00498,2025-01-21,North,CUST-0125,Laptop,Electronics,4,877.72,3510.88,2600,910.88
ORD-00499,2025-05-09,East,CUST-0111,Keyboard,Accessories,1,58.61,58.61,25,33.61
ORD-00500,2025-02-03,West,CUST-0010,Headphones,Accessories,4,97.84,391.36,140,251.36
ORD-00501,2025-04-21,South,CUST-0131,Printer,Electronics,1,231.76,231.76,90,141.76
ORD-00502,2025-11-18,West,CUST-0044,Office Chair,Furniture,6,257.52,1545.12,720,825.12
ORD-00503,2025-10-28,North,CUST-0046,Laptop,Electronics,1,838.9,838.9,650,188.9
ORD-00504,2025-05-06,West,CUST-0001,Printer,Electronics,5,203.36,1016.8,450,566.8
ORD-00505,2025-01-16,South,CUST-0028,Laptop,Electronics,7,882.83,6179.81,4550,1629.81
ORD-00506,2025-01-15,South,CUST-0135,Keyboard,Accessories,5,61.87,309.35,125,184.35
ORD-00507,2025-06-24,North,CUST-0070,Mouse,Accessories,5,41.25,206.25,75,131.25
ORD-00508,2025-04-25,North,CUST-0013,Mouse,Accessories,5,38.51,192.55,75,117.55
ORD-00509,2025-12-02,North,CUST-0020,Desk,Furniture,6,346.78,2080.68,900,1180.68
ORD-00510,2025-03-07,South,CUST-0131,Monitor,Electronics,1,300.36,300.36,180,120.36
ORD-00511,2025-10-17,North,CUST-0018,Mouse,Accessories,3,42.52,127.56,45,82.56
ORD-00512,2025-08-02,South,CUST-0080,Headphones,Accessories,1,102.34,102.34,35,67.34
ORD-00513,2025-12-01,South,CUST-0147,Keyboard,Accessories,3,61.22,183.66,75,108.66
ORD-00514,2025-10-15,South,CUST-0009,Laptop,Electronics,6,887.12,5322.72,3900,1422.72
ORD-00515,2025-08-29,South,CUST-0133,Headphones,Accessories,5,106.34,531.7,175,356.7
ORD-00516,2025-02-15,North,CUST-0010,Printer,Electronics,5,218.5,1092.5,450,642.5
ORD-00517,2025-12-04,West,CUST-0045,Desk,Furniture,6,369.21,2215.26,900,1315.26
ORD-00518,2025-11-20,East,CUST-0095,Laptop,Electronics,6,968.47,5810.82,3900,1910.82
ORD-00519,2025-12-20,East,CUST-0109,Office Chair,Furniture,2,233.48,466.96,240,226.96
ORD-00520,2025-02-18,West,CUST-0012,Headphones,Accessories,3,101.85,305.55,105,200.55
ORD-00521,2025-05-23,North,CUST-0087,Printer,Electronics,7,222.92,1560.44,630,930.44
ORD-00522,2025-01-31,North,CUST-0133,Mouse,Accessories,3,39.2,117.6,45,72.6
ORD-00523,2025-01-17,North,CUST-0055,Office Chair,Furniture,2,234.33,468.66,240,228.66
ORD-00524,2025-04-04,North,CUST-0001,Headphones,Accessories,3,93.01,279.03,105,174.03
ORD-00525,2025-01-15,South,CUST-0071,Office Chair,Furniture,5,234.6,1173.0,600,573.0
ORD-00526,2025-03-30,North,CUST-0128,Printer,Electronics,2,237.2,474.4,180,294.4
ORD-00527,2025-12-14,South,CUST-0059,Laptop,Electronics,1,956.66,956.66,650,306.66
ORD-00528,2025-05-16,North,CUST-0038,Keyboard,Accessories,7,60.55,423.85,175,248.85
ORD-00529,2025-03-17,West,CUST-0116,Office Chair,Furniture,4,242.65,970.6,480,490.6
ORD-00530,2025-06-24,South,CUST-0097,Mouse,Accessories,5,42.82,214.1,75,139.1
ORD-00531,2025-06-04,South,CUST-0103,Mouse,Accessories,3,38.49,115.47,45,70.47
ORD-00532,2025-06-14,South,CUST-0044,Desk,Furniture,5,339.03,1695.15,750,945.15
ORD-00533,2025-05-30,West,CUST-0017,Mouse,Accessories,3,38.8,116.4,45,71.4
ORD-00534,2025-08-19,East,CUST-0090,Keyboard,Accessories,7,59.61,417.27,175,242.27
ORD-00535,2025-09-21,East,CUST-0148,Office Chair,Furniture,6,233.82,1402.92,720,682.92
ORD-00536,2025-11-02,West,CUST-0091,Printer,Electronics,6,225.05,1350.3,540,810.3
ORD-00537,2025-03-25,East,CUST-0075,Monitor,Electronics,7,318.98,2232.86,1260,972.86
ORD-00538,2025-07-24,West,CUST-0090,Headphones,Accessories,4,92.95,371.8,140,231.8
ORD-00539,2025-11-26,East,CUST-0133,Desk,Furniture,5,336.33,1681.65,750,931.65
ORD-00540,2025-02-17,East,CUST-0080,Desk,Furniture,2,322.47,644.94,300,344.94
ORD-00541,2025-07-17,South,CUST-0056,Mouse,Accessories,7,41.71,291.97,105,186.97
ORD-00542,2025-08-17,North,CUST-0142,Headphones,Accessories,3,96.64,289.92,105,184.92
ORD-00543,2025-03-02,South,CUST-0067,Headphones,Accessories,1,102.87,102.87,35,67.87
ORD-00544,2025-11-26,East,CUST-0005,Mouse,Accessories,3,41.52,124.56,45,79.56
ORD-00545,2025-05-27,South,CUST-0111,Keyboard,Accessories,7,58.58,410.06,175,235.06
ORD-00546,2025-01-09,East,CUST-0122,Keyboard,Accessories,5,63.9,319.5,125,194.5
ORD-00547,2025-12-25,West,CUST-0111,Laptop,Electronics,7,945.01,6615.07,4550,2065.07
ORD-00548,2025-04-30,West,CUST-0001,Headphones,Accessories,1,106.38,106.38,35,71.38
ORD-00549,2025-01-10,South,CUST-0108,Headphones,Accessories,6,104.1,624.6,210,414.6
ORD-00550,2025-07-03,East,CUST-0050,Monitor,Electronics,2,276.62,553.24,360,193.24
ORD-00551,2025-05-16,South,CUST-0004,Monitor,Electronics,4,295.32,1181.28,720,461.28
ORD-00552,2025-01-17,West,CUST-0032,Office Chair,Furniture,6,259.25,1555.5,720,835.5
ORD-00553,2025-09-14,North,CUST-0085,Headphones,Accessories,2,99.96,199.92,70,129.92
ORD-00554,2025-02-24,South,CUST-0001,Office Chair,Furniture,7,233.43,1634.01,840,794.01
ORD-00555,2025-06-22,East,CUST-0144,Keyboard,Accessories,1,60.14,60.14,25,35.14
ORD-00556,2025-02-11,South,CUST-0050,Office Chair,Furniture,2,251.23,502.46,240,262.46
ORD-00557,2025-11-14,South,CUST-0025,Office Chair,Furniture,4,258.65,1034.6,480,554.6
ORD-00558,2025-05-09,West,CUST-0134,Headphones,Accessories,6,98.52,591.12,210,381.12
ORD-00559,2025-07-16,North,CUST-0076,Headphones,Accessories,7,101.48,710.36,245,465.36
ORD-00560,2025-05-28,South,CUST-0135,Office Chair,Furniture,3,243.36,730.08,360,370.08
ORD-00561,2025-12-25,South,CUST-0067,Office Chair,Furniture,3,235.69,707.07,360,347.07
